Mandala,Sukta,Rishis,Devatas,Categories,Verse,Verse_DEV,Verse_IAST,Word_Index,Word_DEV,Word_IAST,Syllable_Index,Syllable_DEV,Syllable_IAST,Syllable_Onset,Syllable_Nucleus,Syllable_Coda,Syllable_Weight,Syllable_Swaras,Letter_Index,Letter_Value,Letter_HasSwara,Letter_SwaraType
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",0,"अहं","ahaṃ",0,"अ","a","","अ","",light,"udatta",0,"अ",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",0,"अहं","ahaṃ",1,"हं","haṃ","","ह","ं",heavy,"udatta|udatta",0,"ह",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",0,"अहं","ahaṃ",1,"हं","haṃ","","ह","ं",heavy,"udatta|udatta",1,"ं",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",0,"रु","ru","र","ु","",light,"udatta|udatta",0,"र",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",0,"रु","ru","र","ु","",light,"udatta|udatta",1,"ु",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",1,"द्रे","dre","द्र","े","",heavy,"udatta|udatta|udatta|udatta",0,"द",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",1,"द्रे","dre","द्र","े","",heavy,"udatta|udatta|udatta|udatta",1,"्",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",1,"द्रे","dre","द्र","े","",heavy,"udatta|udatta|udatta|udatta",2,"र",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",1,"द्रे","dre","द्र","े","",heavy,"udatta|udatta|udatta|udatta",3,"े",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",2,"भिर्","bhir","भ","ि","र्",heavy,"udatta|udatta|udatta|udatta",0,"भ",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",2,"भिर्","bhir","भ","ि","र्",heavy,"udatta|udatta|udatta|udatta",1,"ि",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",2,"भिर्","bhir","भ","ि","र्",heavy,"udatta|udatta|udatta|udatta",2,"र",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",1,"रुद्रेभिर्","rudrebhir",2,"भिर्","bhir","भ","ि","र्",heavy,"udatta|udatta|udatta|udatta",3,"्",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",2,"वसुभि","vasubhiś",0,"व","va","","व","",light,"udatta",0,"व",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",2,"वसुभि","vasubhiś",1,"सु","su","स","ु","",light,"udatta|udatta",0,"स",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",2,"वसुभि","vasubhiś",1,"सु","su","स","ु","",light,"udatta|udatta",1,"ु",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",2,"वसुभि","vasubhiś",2,"भि","bhiś","भ","ि","",light,"udatta|udatta",0,"भ",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",2,"वसुभि","vasubhiś",2,"भि","bhiś","भ","ि","",light,"udatta|udatta",1,"ि",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",3,"श्चरामि","carāmi",0,"श्च","ca","श्","च","",light,"udatta|udatta|udatta",0,"श",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",3,"श्चरामि","carāmi",0,"श्च","ca","श्","च","",light,"udatta|udatta|udatta",1,"्",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",3,"श्चरामि","carāmi",0,"श्च","ca","श्","च","",light,"udatta|udatta|udatta",2,"च",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",3,"श्चरामि","carāmi",1,"रा","rā","र","ा","",heavy,"udatta|udatta",0,"र",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",3,"श्चरामि","carāmi",1,"रा","rā","र","ा","",heavy,"udatta|udatta",1,"ा",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",3,"श्चरामि","carāmi",2,"मि","mi","म","ि","",light,"udatta|udatta",0,"म",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",3,"श्चरामि","carāmi",2,"मि","mi","म","ि","",light,"udatta|udatta",1,"ि",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",0,"अ","a","","अ","",light,"udatta",0,"अ",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",1,"ह","ha","","ह","",light,"udatta",0,"ह",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",2,"मा","mā","म","ा","",heavy,"udatta|svarita",0,"म",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",2,"मा","mā","म","ा","",heavy,"udatta|svarita",1,"ा",true,svarita
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",3,"दि","di","द","ि","",light,"udatta|udatta",0,"द",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",3,"दि","di","द","ि","",light,"udatta|udatta",1,"ि",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",4,"त्यै","tyai","त्य","ै","",heavy,"udatta|udatta|udatta|udatta",0,"त",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",4,"त्यै","tyai","त्य","ै","",heavy,"udatta|udatta|udatta|udatta",1,"्",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",4,"त्यै","tyai","त्य","ै","",heavy,"udatta|udatta|udatta|udatta",2,"य",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",4,"त्यै","tyai","त्य","ै","",heavy,"udatta|udatta|udatta|udatta",3,"ै",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",5,"रु","ru","र","ु","",light,"udatta|anudatta",0,"र",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",5,"रु","ru","र","ु","",light,"udatta|anudatta",1,"ु",true,anudatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",4,"अहमा॑दित्यैरु॒त","ahamā̍dityairu̱ta",6,"त","ta","","त","",light,"udatta",0,"त",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",5,"विश्वदे॑वैः","viśvade̍vaiḥ",0,"वि","vi","व","ि","",light,"udatta|udatta",0,"व",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",5,"विश्वदे॑वैः","viśvade̍vaiḥ",0,"वि","vi","व","ि","",light,"udatta|udatta",1,"ि",false,udatta
10,125,"Vāc Āmbhṛṇī","Vāc Devi","Ātmastuti",1," अहं रुद्रेभिर् वसुभि श्चरामि । अहमा॑दित्यैरु॒त विश्वदे॑वैः । अहं मित्रावरुणो॒भा बि॑भर्मि । अहमेन्द्रा॒ग्नी अ॒हमश्वि॑नो॒भा ॥"," ahaṃ rudrebhir vasubhiś carāmi । ahamā̍dityairu̱ta viśvade̍vaiḥ । ahaṃ mitrāvaruṇo̱bhā bi̍bharmi । ahamendrā̱gnī a̱hamaśvi̍no̱bhā ॥",5,"विश्वदे॑वैः","viśvade̍vaiḥ",1,"श्व","śva","श्","व","",light,"udatta|udatta|udatta",0,"श",false,udatta
